PC1,PC2,PC3,PC4,PC5,Churn
-1.9503819702874572,0.2058022238104978,-0.32530319477955727,-1.2262907139225694,0.19590593694730274,No
-0.5987799532570122,0.0018120077693479786,1.3095954201651212,-1.1622761043696304,-0.6102669528896558,No
-1.9565785958582627,1.1910088740510085,0.5628495844242738,-1.0083410828255757,-0.3381353940479873,Yes
0.4869345247425043,-1.0661148047851716,-1.3375558246448147,-1.6412349181911527,-0.744026729889986,No
-1.7778632679835407,0.9417717396733183,-0.3712934440502431,0.31123188448882055,-0.17909762489593178,Yes
-0.5408188454235066,1.9417532831700701,-0.1343585125381903,0.7468290179223923,0.042972318747711014,Yes
0.10132363893585557,0.8672111564049769,-0.7582444330555426,0.5677918614446044,0.33783464116870976,No
-2.206326932455342,0.1615112260645465,0.6906850960108475,-1.4515889693527129,-0.5099986316490017,No
0.6766192565812766,1.728304499487008,0.32075809773273267,0.6734935477469254,0.4748872605116723,Yes
1.2931990782431537,-1.1495784616833933,-1.0422817666626534,-1.0519198234910445,-0.26746570820272875,No
-1.6374713630504885,0.4900945455784052,0.8217768458801711,-1.0530753231038024,0.8711084314424864,No
-1.3982764824909153,-2.076748990396022,-0.5445105316362164,0.3585133562077619,-0.4561702521860035,No
2.285881776868625,0.17671801522114944,0.16821259602949468,0.7578162986852134,0.08287009603036855,No
2.099918367651827,1.1507430727427106,-1.223874199596298,0.960113409618586,-0.5072831945361491,Yes
0.46869603824507444,1.6345019849687505,0.3024236311171187,0.05067826577043277,-0.21029267517798172,No
3.8566043957557192,-0.13809399535784803,0.8194894582983308,0.19150051055153428,0.604207867790165,No
-1.38980218003244,-1.6521573336008637,1.4248303943555807,0.519009143278684,-0.8123025103768232,No
3.6352801367549032,-0.5397791023131924,-0.24769271988360564,0.49702440852364804,-0.0665758461786572,No
-0.943949701796905,0.32688784554288647,-1.0330753983980658,-1.0455616817914688,1.0616701106102615,Yes
-0.249410134421266,1.2327237308897958,0.10200554405689766,0.25180316701613437,-0.32760265294150176,No
-1.7985082416330571,0.9164705272380191,-0.4094574373290121,-0.9455341560826648,-0.4071467450841906,Yes
-1.3253794756023027,-1.8361317419277587,-1.6723727445166463,0.4965960686162655,0.2754363792984039,No
-2.941204389260277,-0.2879191699824285,0.6551536750563347,0.6225083908463048,-0.336723189240944,Yes
1.4702369811608076,-0.9955290210657448,0.0365314761410549,-0.7603196875207533,-0.21854373361181556,No
0.617012078456242,-0.2762337251258409,-0.39269079477973023,-1.217579427292017,0.5408249128508926,No
-0.03970529698341713,0.030465035687367276,-1.7985755948054185,-0.9165320493113651,-0.5999711231363409,No
1.2767787369730903,1.2113073624097415,0.6368902430567509,0.9040244562062166,0.7891090586966714,Yes
